level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,Reading,Main Idea,Hard,Sequencing means,Putting events in order,Counting words,Naming characters,Finding rhymes,A,Answer: Putting events in order.
1,Reading,Main Idea,Easy,A character is,The title of a story,A person in a story,The ending of a story,The setting of a story,B,Answer: A person in a story.
1,Reading,Main Idea,Medium,The setting of a story is,What happens,Who is in the story,Where and when it takes place,Why it happens,C,Answer: Where and when it takes place.
1,Reading,Main Idea,Hard,'The sun smiled down' is an example of,A fact,Personification,Rhyme,A question,B,Answer: Personification.
1,Reading,Main Idea,Easy,What is the main idea?,The first sentence,The most important point the author makes,The longest paragraph,The last word,B,Answer: The most important point the author makes.
1,Reading,Main Idea,Medium,Sequencing means,Counting words,Finding rhymes,Putting events in order,Naming characters,C,Answer: Putting events in order.
1,Reading,Main Idea,Hard,A character is,The ending of a story,The title of a story,The setting of a story,A person in a story,D,Answer: A person in a story.
1,Reading,Main Idea,Easy,The setting of a story is,Why it happens,What happens,Where and when it takes place,Who is in the story,C,Answer: Where and when it takes place.
1,Reading,Main Idea,Medium,'The sun smiled down' is an example of,Rhyme,Personification,A question,A fact,B,Answer: Personification.
1,Reading,Main Idea,Hard,What is the main idea?,The most important point the author makes,The last word,The longest paragraph,The first sentence,A,Answer: The most important point the author makes.
1,Reading,Main Idea,Easy,Sequencing means,Counting words,Finding rhymes,Naming characters,Putting events in order,D,Answer: Putting events in order.
1,Reading,Main Idea,Medium,A character is,A person in a story,The setting of a story,The ending of a story,The title of a story,A,Answer: A person in a story.
1,Reading,Main Idea,Hard,The setting of a story is,What happens,Why it happens,Who is in the story,Where and when it takes place,D,Answer: Where and when it takes place.
1,Reading,Main Idea,Easy,'The sun smiled down' is an example of,A fact,A question,Personification,Rhyme,C,Answer: Personification.
1,Reading,Main Idea,Medium,What is the main idea?,The first sentence,The most important point the author makes,The last word,The longest paragraph,B,Answer: The most important point the author makes.
1,Reading,Main Idea,Hard,Sequencing means,Finding rhymes,Putting events in order,Counting words,Naming characters,B,Answer: Putting events in order.
1,Reading,Main Idea,Easy,A character is,A person in a story,The ending of a story,The title of a story,The setting of a story,A,Answer: A person in a story.
1,Reading,Main Idea,Medium,The setting of a story is,Why it happens,Where and when it takes place,Who is in the story,What happens,B,Answer: Where and when it takes place.
1,Reading,Main Idea,Hard,'The sun smiled down' is an example of,Rhyme,A question,Personification,A fact,C,Answer: Personification.
1,Reading,Main Idea,Easy,What is the main idea?,The longest paragraph,The most important point the author makes,The first sentence,The last word,B,Answer: The most important point the author makes.
1,Reading,Main Idea,Medium,Sequencing means,Putting events in order,Naming characters,Finding rhymes,Counting words,A,Answer: Putting events in order.
1,Reading,Main Idea,Hard,A character is,The title of a story,The setting of a story,A person in a story,The ending of a story,C,Answer: A person in a story.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Pods,Seeds,Eggs,Shells,C,Correct answer: Eggs.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles grow?",Wings,Legs,Fins,Shells,B,Correct answer: Legs.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: Where can adult frogs live?",Both land and water,Underground,Only land,Only water,A,Correct answer: Both land and water.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles lose as they grow?",Their heads,Their color,Their gills,Their tails,D,Correct answer: Their tails.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Pods,Eggs,Seeds,Shells,B,Correct answer: Eggs.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles grow?",Fins,Shells,Wings,Legs,D,Correct answer: Legs.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: Where can adult frogs live?",Both land and water,Only land,Only water,Underground,A,Correct answer: Both land and water.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles lose as they grow?",Their gills,Their heads,Their color,Their tails,D,Correct answer: Their tails.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Eggs,Pods,Shells,Seeds,A,Correct answer: Eggs.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles grow?",Legs,Wings,Shells,Fins,A,Correct answer: Legs.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: Where can adult frogs live?",Both land and water,Underground,Only land,Only water,A,Correct answer: Both land and water.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles lose as they grow?",Their tails,Their gills,Their heads,Their color,A,Correct answer: Their tails.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Seeds,Eggs,Shells,Pods,B,Correct answer: Eggs.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles grow?",Legs,Shells,Wings,Fins,A,Correct answer: Legs.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: Where can adult frogs live?",Only water,Both land and water,Underground,Only land,B,Correct answer: Both land and water.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles lose as they grow?",Their heads,Their gills,Their color,Their tails,D,Correct answer: Their tails.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Pods,Shells,Eggs,Seeds,C,Correct answer: Eggs.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles grow?",Shells,Wings,Legs,Fins,C,Correct answer: Legs.
2,Reading,Reading Comprehension,Easy,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: Where can adult frogs live?",Only land,Underground,Only water,Both land and water,D,Correct answer: Both land and water.
2,Reading,Reading Comprehension,Medium,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do tadpoles lose as they grow?",Their gills,Their color,Their heads,Their tails,D,Correct answer: Their tails.
2,Reading,Reading Comprehension,Hard,"Passage: ""Frogs are amazing animals. They start their lives as tiny eggs in water. Then they hatch into tadpoles. As they grow, they develop legs and lose their tails. Finally, they become adult frogs and can l..."" 

Question: What do frogs hatch from?",Seeds,Eggs,Pods,Shells,B,Correct answer: Eggs.
